year,decile,Total,Percent,Value per person
2019,7,173647790563.2525,0.09484702034751384,7650356.443882831
2019,8,240655847854.8265,0.1314470516681902,10602980.475605873
2019,9,371298089150.5267,0.2028042931178277,16358185.265244808
2019,10,625157383416.0337,0.34146311261968326,27543612.962771896
2020,1,8069187516.572706,0.004570996246538515,355737.2268470972
2020,2,37484183308.546326,0.021233867828207516,1652523.1807321045
2020,3,50755617380.878265,0.028751808786478723,2237507.378807894
2020,4,56311855290.00795,0.03189928089260399,2482557.655072431
2020,5,88493948327.74184,0.05012964500040399,3901333.5241256375
2020,6,138273171975.69717,0.07832835075399769,6095625.638145705
2020,7,165107791235.77628,0.09352950250108343,7278922.154731574
2020,8,233583723031.16245,0.13231943352847414,10297289.853251738
2020,9,364268772662.816,0.20634929962318477,16059109.141772075
2020,10,622953464992.6792,0.3528878148390272,27463451.2627377
2021,1,8882896880.588118,0.004802999810699378,385542.3993310815
2021,2,41470899706.38232,0.02242339701979064,1799952.2442006213
2021,3,55229147537.3645,0.02986250867627848,2397098.417420334
2021,4,59421676225.798615,0.03212941718232066,2579065.808411398
2021,5,96744741064.52965,0.052310071732852514,4198990.497592432
2021,6,148301546327.57135,0.08018693772009554,6436419.700862435
2021,7,175741069298.1875,0.09502354174749982,7627650.577178277
2021,8,243289571936.3313,0.1315471499516008,10559443.226403268
2021,9,378053856546.79114,0.20441446364152638,16408587.523732254
2021,10,642312279400.4017,0.34729951251733576,27878137.126753546
2022,1,9275237699.2377,0.004712530952918951,382594.4684749288
2022,2,44020699930.69993,0.02236588621439104,1815810.7466361395
2022,3,63678426888.42688,0.03235351669419331,2626672.725670374
2022,4,67825462231.46223,0.03446052818550087,2797618.4718471467
2022,5,108711241857.24185,0.05523363484524123,4484232.226095856
2022,6,162614677754.67773,0.08262070764837018,6707696.1495969035
2022,7,189072946638.94662,0.09606353414197227,7798752.1299681
2022,8,255398002772.00275,0.12976174114391273,10534917.410056625
2022,9,397622516978.51697,0.20202268444212532,16401539.288805716
2022,10,669988060984.061,0.3404052357313741,27636351.15225265
2023,1,7327361844.510052,0.003606457691701049,288842.70910241455
2023,2,43213619832.23206,0.021269331982965444,1703469.7190252312
2023,3,67830013702.610245,0.033385286524269274,2673736.2017663387
2023,4,76558334242.46684,0.03768128273881173,3017909.7383501595
2023,5,113968885889.68555,0.05609439984725347,4492624.010157898
2023,6,171367080744.1773,0.08434524451897295,6754979.728967532
2023,7,200328660274.61456,0.09859985804534249,7896903.984335169
2023,8,259160492319.2277,0.12755632528370178,10215636.89223965
2023,9,405106866563.56903,0.1993897402478811,15969207.921931922
2023,10,686872444107.034,0.3380720731191008,27076334.125947416
